cell	feat	expr_map	expr_ci_lower	expr_ci_upper	expr_naive
13	HEATR5B	1	0	4	1
13	KIAA1147	0	0	2	0
13	C14orf132	12	8	17	12
13	USP34	3	1	7	4
13	CBX5	27	21	34	27
13	CENPF	2	0	5	2
13	SCUBE3	14	11	20	15
13	STARD9	3	1	7	4
13	FBN2	165	152	181	167
13	AFAP1	16	12	21	16
13	USP24	1	0	4	1
13	DOPEY1	3	1	7	4
13	TNC	118	107	131	120
13	ATP11A	1	0	4	1
13	PDS5A	6	3	10	6
13	ALMS1	1	0	4	1
13	IGF2R	92	82	104	94
13	C17orf51	7	4	11	7
13	RAB3B	2	0	5	2
13	DOCK7	3	1	7	4
13	KPNA4	2	1	5	2
13	FLNA	484	461	509	487
13	UBR2	0	0	2	0
13	PIK3CA	4	2	8	5
13	FLNB	11	7	16	11
13	AKAP11	3	1	7	4
13	SIPA1L3	12	9	17	12
13	TPR	9	6	14	10
13	VPS13D	11	7	16	11
13	ZC3H13	6	4	10	6
13	REV3L	2	0	5	2
13	UBR5	48	40	57	49
13	SSH1	18	14	24	19
13	NRIP1	19	15	25	20
13	SPTBN1	65	57	75	66
13	HELZ2	3	1	7	4
13	DSEL	0	0	2	0
13	TLN1	77	68	88	79
13	NUP98	3	1	7	4
13	ROCK2	23	18	30	24
13	PRPF8	86	76	97	87
13	EGFR	4	2	8	5
13	SPTAN1	48	41	57	49
13	CEP250	7	4	11	7
13	KIAA2018	4	2	8	5
13	FOSB	2	0	5	2
13	DIEXF	1	0	4	1
13	PIEZO1	26	20	33	26
13	HERC2	5	2	8	5
13	KIAA1199	58	50	67	59
13	AGPS	5	2	8	5
13	POLQ	1	0	4	1
13	THBS1	1664	1628	1708	1674
13	HIVEP1	28	22	35	29
13	NKTR	1	0	4	1
13	PRRC2B	23	18	30	24
13	PHIP	3	1	7	4
13	DNAJC13	2	0	5	2
13	MALAT1	7	4	11	7
13	LRP1	70	61	80	71
13	NR4A1	9	6	14	10
13	ASCC3	1	0	4	1
13	FASN	6	3	10	6
13	TMOD2	4	2	8	5
13	PCNX	11	8	16	11
13	VPS13A	2	0	5	2
13	DIP2B	3	1	7	4
13	DYNC1H1	23	18	30	24
13	IQGAP1	56	48	66	57
13	GTF3C4	2	0	5	2
13	QSER1	1	0	4	1
13	THSD4	7	4	11	7
13	SVEP1	52	45	62	54
13	SRRM2	55	47	65	56
13	NF1	4	2	8	5
13	SLC5A3	1	0	4	1
13	PAPPA	35	29	43	36
13	KIDINS220	11	7	16	11
13	USP9X	11	7	16	11
13	PRKCA	13	9	19	14
13	ITGA2	7	4	11	7
13	ALPK2	5	2	8	5
13	LYST	0	0	2	0
13	CBL	1	0	4	1
13	FBN1	56	48	66	57
13	SLC7A11	8	5	13	9
13	FYCO1	2	0	5	2
13	BRCA2	3	1	7	4
13	NUMA1	16	11	21	16
13	MKI67	6	3	10	6
13	TEAD1	23	18	30	24
13	GPR107	35	29	43	36
13	ARL10	0	0	2	0
13	CASC5	0	0	2	0
13	COL7A1	2	0	5	2
13	GTF3C1	18	14	24	19
13	FRY	1	0	4	1
13	RNF169	2	0	5	2
13	AFF4	7	4	11	7
13	MED14	1	0	4	1
13	FLNC	87	78	99	88
13	COL5A1	106	95	119	107
13	CACNA1A	6	3	10	6
13	SMARCA5	17	12	23	17
13	VCAN	27	21	34	27
13	H6PD	5	2	8	5
13	KIAA1462	19	15	26	20
13	ABCA2	0	0	2	0
13	LUZP1	6	3	10	6
13	HIVEP2	1	0	4	1
13	ZFC3H1	4	2	8	5
13	NOTCH2	18	14	24	19
13	AMOTL1	13	9	19	14
13	LMTK2	1	0	4	1
13	MYH10	28	22	35	29
13	FZD4	3	1	7	4
13	MAN1A2	2	0	5	3
13	CREBBP	14	11	20	15
25	UBR2	1	0	4	1
25	STARD9	0	0	2	0
25	RAB3B	1	0	4	1
25	AGPS	2	0	5	2
25	SCUBE3	7	4	11	8
25	LMTK2	3	1	7	4
25	DOCK7	7	4	11	7
25	MKI67	3	1	7	4
25	NUP98	4	2	8	5
25	SVEP1	49	41	58	50
25	SSH1	19	15	26	20
25	PAPPA	76	66	87	77
25	C14orf132	12	9	17	12
25	ASCC3	7	4	11	7
25	CEP250	5	2	8	5
25	ZKSCAN2	0	0	2	0
25	FRY	2	0	5	2
25	H6PD	0	0	2	0
25	TNC	148	135	162	150
25	USP9X	9	6	14	10
25	ALPK2	11	7	16	11
25	COL5A1	205	190	222	206
25	PRKCA	12	9	17	12
25	IGF2R	67	59	78	69
25	C17orf51	1	0	4	1
25	CHD8	6	3	10	6
25	GTF3C4	1	0	4	1
25	SON	29	24	37	30
25	SMARCA5	34	28	42	35
25	AFAP1	12	8	17	12
25	HELZ2	2	0	5	2
25	MED14	0	0	2	0
25	PCNX	8	5	13	9
25	ALMS1	1	0	4	1
25	AFF4	0	0	2	0
25	UBR5	33	27	40	34
25	FYCO1	6	3	10	6
25	ABCA2	5	2	8	5
25	SPTBN1	77	67	87	77
25	KIAA1147	0	0	2	0
25	VPS13D	6	3	10	6
25	BRCA2	0	0	2	0
25	HIVEP1	11	7	16	11
25	TEAD1	42	35	50	42
25	FBN2	257	240	276	259
25	TLN1	121	109	134	122
25	SLC38A1	16	11	21	16
25	CBX5	25	20	32	26
25	PRPF8	76	67	87	77
25	MAN1A2	3	1	7	4
25	HEATR5B	0	0	2	0
25	CACNA1A	5	2	8	5
25	DOPEY1	2	0	5	3
25	MYH10	65	57	75	66
25	COL7A1	8	5	13	9
25	LYST	1	0	4	1
25	REV3L	2	0	5	2
25	DIP2B	0	0	2	0
25	NRIP1	9	6	14	10
25	DYNC1H1	22	17	28	22
25	SLC7A11	7	4	11	7
25	NR4A1	11	7	16	11
25	NOTCH2	16	12	21	16
25	THSD4	11	7	16	11
25	ARL10	0	0	2	0
25	IQGAP1	44	37	53	45
25	PHIP	1	0	4	1
25	DIEXF	0	0	2	0
25	SPTAN1	77	68	88	77
25	ANKRD52	11	7	16	11
25	CENPF	0	0	2	0
25	FLNA	582	557	610	585
25	POLQ	0	0	2	0
25	VPS13A	0	0	2	0
25	SIPA1L3	8	6	13	9
25	GPR107	34	28	42	35
25	ITGA2	0	0	2	0
25	KIAA1462	27	22	34	27
25	PTPN14	14	11	20	15
25	LUZP1	9	6	14	10
25	DSEL	1	0	4	1
25	NKTR	0	0	2	0
25	PDS5A	0	0	2	0
25	DIP2C	2	0	5	3
25	SRRM2	53	45	62	54
25	CKAP5	5	2	8	5
25	FOSB	7	4	11	7
25	GTF3C1	16	12	22	16
25	RNF169	2	0	5	2
25	KIAA1199	33	27	41	34
25	NF1	6	3	10	6
25	ATP11A	2	0	5	2
25	KIAA2018	0	0	2	0
25	FAM208B	1	0	4	1
25	FBN1	91	81	103	92
25	HERC2	2	0	5	2
25	VCAN	20	16	27	21
25	PRRC2B	13	9	19	14
25	AMOTL1	7	4	11	7
25	CASC5	0	0	2	0
25	FASN	1	0	4	1
25	HIVEP2	0	0	2	0
25	QSER1	0	0	2	0
25	FLNB	7	4	11	7
25	PRKDC	8	5	13	9
25	TPR	19	15	26	20
25	PLXNA1	7	4	11	7
25	USP24	0	0	2	0
25	CREBBP	17	13	23	17
25	EGFR	2	0	5	2
25	ZFC3H1	6	3	10	6
25	DNAJC13	16	11	21	16
25	TMOD2	1	0	4	1
25	USP34	3	1	7	4
25	ZC3H13	6	3	10	6
25	CBL	0	0	2	0
25	NUMA1	12	8	17	12
25	SLC5A3	0	0	2	0
25	ROCK2	30	24	38	31
25	AKAP11	1	0	4	1
25	MALAT1	39	32	47	40
25	PIK3CA	5	2	8	5
25	TNRC6A	5	2	8	5
25	LRP1	105	94	117	106
25	KIDINS220	13	10	19	14
25	FZD4	0	0	2	0
25	FLNC	53	45	62	54
25	THBS1	1120	1085	1157	1126
25	PIEZO1	14	10	20	15
25	KPNA4	2	0	5	2
52	SPTBN1	66	57	76	66
52	FRY	1	0	4	1
52	PDS5A	7	4	11	7
52	ANKRD52	13	10	19	14
52	TLN1	79	70	90	80
52	ITGA2	1	0	4	1
52	ABCA2	3	1	7	4
52	GTF3C1	23	18	30	24
52	SON	22	17	28	22
52	LUZP1	11	7	16	11
52	AKAP11	0	0	2	0
52	IQGAP1	34	28	42	35
52	ROCK2	25	20	32	26
52	NRIP1	7	4	11	7
52	PRPF8	74	65	85	75
52	FBN1	32	26	39	32
52	CKAP5	16	11	21	16
52	RAB3B	2	0	5	2
52	POLQ	1	0	4	1
52	USP34	2	0	5	2
52	ALMS1	0	0	2	0
52	MAN1A2	0	0	2	0
52	TNC	23	18	30	24
52	BRCA2	1	0	4	1
52	GTF3C4	0	0	2	0
52	C17orf51	0	0	2	0
52	C14orf132	2	0	5	2
52	FYCO1	5	2	8	5
52	CHD8	6	3	10	6
52	CASC5	1	0	4	1
52	MED14	2	0	5	2
52	THBS1	1031	998	1067	1038
52	SLC7A11	6	3	10	6
52	THSD4	8	5	13	9
52	CREBBP	11	7	16	11
52	KIAA1462	14	11	20	15
52	FOSB	8	5	13	9
52	FASN	8	5	13	9
52	MYH10	24	19	31	25
52	NF1	7	4	11	7
52	ASCC3	2	0	5	2
52	DOCK7	3	1	7	4
52	SPTAN1	78	69	89	79
52	SSH1	9	6	14	10
52	DYNC1H1	22	17	28	22
52	KIAA1199	24	19	31	25
52	REV3L	0	0	2	0
52	SLC38A1	6	3	10	6
52	DIP2B	2	1	5	2
52	SVEP1	18	13	24	19
52	LYST	0	0	2	0
52	KIDINS220	6	3	10	6
52	AGPS	0	0	2	0
52	TPR	19	15	26	20
52	HIVEP2	0	0	2	0
52	IGF2R	42	35	50	42
52	NUP98	5	2	8	5
52	HELZ2	0	0	2	0
52	AFAP1	2	0	5	2
52	NOTCH2	10	6	14	10
52	QSER1	0	0	2	0
52	MKI67	32	26	39	32
52	LRP1	42	35	50	42
52	TNRC6A	8	5	13	9
52	CEP250	2	0	5	2
52	TMOD2	0	0	2	0
52	STARD9	0	0	2	0
52	NR4A1	11	7	16	11
52	VCAN	23	18	30	24
52	SIPA1L3	6	3	10	6
52	VPS13A	0	0	2	0
52	CACNA1A	0	0	2	0
52	ATP11A	6	3	10	6
52	KPNA4	1	0	4	1
52	NKTR	5	2	8	5
52	CENPF	5	2	8	5
52	HERC2	2	1	5	2
52	FBN2	100	90	112	101
52	PIK3CA	1	0	4	1
52	USP24	2	1	5	3
52	FLNB	7	4	11	7
52	KIAA1147	0	0	2	0
52	EGFR	7	4	11	7
52	PCNX	4	2	8	5
52	TEAD1	22	17	28	22
52	ZFC3H1	6	3	10	6
52	DSEL	1	0	4	1
52	UBR2	2	0	5	2
52	DIP2C	3	1	7	4
52	SLC5A3	0	0	2	0
52	COL7A1	9	6	14	10
52	PHIP	0	0	2	0
52	DOPEY1	0	0	2	0
52	DIEXF	0	0	2	0
52	ZC3H13	8	6	13	9
52	PRRC2B	13	9	19	14
52	HEATR5B	0	0	2	0
52	FAM208B	6	3	10	6
52	ZKSCAN2	2	0	5	2
52	FLNC	49	42	58	50
52	KIAA2018	2	0	5	2
52	AFF4	2	0	5	2
52	PAPPA	22	17	28	22
52	RNF169	0	0	2	0
52	ARL10	0	0	2	0
52	PLXNA1	11	7	16	11
52	UBR5	28	22	35	29
52	PRKCA	4	2	8	5
52	PTPN14	8	5	13	9
52	H6PD	2	0	5	2
52	USP9X	3	1	7	4
52	COL5A1	103	92	115	104
52	VPS13D	3	1	7	4
52	MALAT1	44	37	53	45
52	ALPK2	8	5	13	9
52	PRKDC	16	12	21	16
52	LMTK2	1	0	4	1
52	AMOTL1	10	7	14	10
52	PIEZO1	12	8	17	13
52	HIVEP1	1	0	4	1
52	FZD4	0	0	2	0
52	DNAJC13	5	2	8	5
52	FLNA	380	359	402	382
52	GPR107	18	14	24	19
52	SCUBE3	1	0	4	1
52	SRRM2	37	30	45	37
52	CBX5	27	21	34	27
52	SMARCA5	28	22	35	29
52	NUMA1	8	5	13	9
52	CBL	2	1	5	2
38	KIAA1199	63	54	73	64
38	KIAA2018	2	0	5	2
38	PAPPA	29	23	36	30
38	ROCK2	13	9	19	14
38	COL5A1	127	115	141	129
38	ALPK2	11	7	16	11
38	PDS5A	1	0	4	1
38	COL7A1	9	6	14	10
38	FBN1	45	38	54	46
38	FOSB	9	6	14	10
38	SLC38A1	13	9	19	14
38	SPTAN1	38	32	46	39
38	FASN	1	0	4	1
38	GTF3C1	22	17	28	22
38	UBR2	0	0	2	0
38	VCAN	43	36	51	44
38	NUP98	1	0	4	1
38	PCNX	7	4	11	7
38	H6PD	5	2	8	5
38	FAM208B	1	0	4	1
38	RNF169	1	0	4	1
38	KIDINS220	8	5	13	9
38	MKI67	2	0	5	2
38	ARL10	0	0	2	0
38	FZD4	0	0	2	0
38	TNC	106	95	118	107
38	CENPF	1	0	4	1
38	FLNC	85	75	96	86
38	FBN2	152	138	166	153
38	CASC5	0	0	2	0
38	NR4A1	8	5	13	9
38	AKAP11	0	0	2	0
38	CACNA1A	2	1	5	3
38	TMOD2	0	0	2	0
38	NUMA1	32	26	39	32
38	LMTK2	2	0	5	2
38	USP34	3	1	7	4
38	POLQ	0	0	2	0
38	ITGA2	1	0	4	1
38	DOCK7	2	0	5	2
38	PIEZO1	28	23	35	29
38	NOTCH2	17	12	23	17
38	FYCO1	11	8	16	11
38	SPTBN1	33	27	41	34
38	TLN1	81	72	92	82
38	PRKDC	11	7	16	11
38	IGF2R	96	86	108	97
38	CREBBP	16	12	21	16
38	ALMS1	2	1	5	2
38	RAB3B	7	4	11	7
38	PIK3CA	2	0	5	2
38	SON	30	25	38	31
38	STARD9	0	0	2	0
38	QSER1	0	0	2	0
38	KPNA4	1	0	4	1
38	ZFC3H1	2	0	5	2
38	MED14	0	0	2	0
38	REV3L	3	1	7	4
38	PRRC2B	24	19	31	25
38	TPR	18	14	24	19
38	NKTR	5	2	8	5
38	C14orf132	7	4	11	7
38	SLC7A11	6	3	10	6
38	ANKRD52	8	5	13	9
38	DIP2B	2	0	5	2
38	TNRC6A	2	0	5	2
38	USP9X	5	2	8	5
38	ASCC3	7	4	11	7
38	ZC3H13	9	6	14	10
38	PRPF8	72	63	83	73
38	VPS13D	0	0	2	0
38	DYNC1H1	8	5	13	9
38	UBR5	27	21	34	27
38	LUZP1	1	0	4	1
38	TEAD1	37	30	45	37
38	HEATR5B	0	0	2	0
38	DOPEY1	0	0	2	0
38	SMARCA5	15	11	21	16
38	USP24	2	0	5	3
38	THSD4	9	6	14	10
38	DNAJC13	11	7	16	11
38	AFF4	4	2	8	5
38	FLNA	311	292	332	314
38	KIAA1462	22	17	28	22
38	THBS1	2218	2179	2265	2225
38	PHIP	0	0	2	0
38	ATP11A	3	1	7	4
38	MAN1A2	0	0	2	0
38	ZKSCAN2	1	0	4	1
38	NF1	4	2	8	5
38	PTPN14	11	7	16	11
38	SSH1	21	16	27	21
38	MALAT1	49	42	58	50
38	HELZ2	1	0	4	1
38	DIEXF	1	0	4	1
38	CHD8	9	6	14	10
38	HIVEP1	3	1	7	4
38	ABCA2	1	0	4	1
38	CEP250	6	4	10	6
38	DIP2C	3	1	7	4
38	DSEL	0	0	2	0
38	SLC5A3	1	0	4	1
38	PRKCA	7	4	11	7
38	SCUBE3	3	1	7	4
38	SVEP1	49	41	58	50
38	HERC2	1	0	4	1
38	CKAP5	14	10	20	15
38	EGFR	8	5	13	9
38	CBL	0	0	2	0
38	IQGAP1	45	38	54	46
38	FLNB	17	12	23	17
38	CBX5	6	3	10	6
38	MYH10	19	15	26	20
38	VPS13A	1	0	4	1
38	FRY	1	0	4	1
38	PLXNA1	10	6	14	10
38	AGPS	1	0	4	1
38	SIPA1L3	10	6	14	10
38	AMOTL1	1	0	4	1
38	GPR107	18	13	24	19
38	GTF3C4	0	0	2	0
38	SRRM2	48	40	56	49
38	HIVEP2	0	0	2	0
38	BRCA2	3	1	7	4
38	LRP1	87	77	99	89
38	C17orf51	1	0	4	1
38	NRIP1	9	6	14	10
38	KIAA1147	0	0	2	0
38	LYST	0	0	2	0
38	AFAP1	13	9	19	14
33	NKTR	6	3	10	6
33	SIPA1L3	2	1	5	2
33	TEAD1	34	28	42	35
33	NR4A1	4	2	8	5
33	TMOD2	0	0	2	0
33	RNF169	1	0	4	1
33	FBN2	164	150	179	166
33	SVEP1	12	8	17	12
33	DIP2C	1	0	4	1
33	FAM208B	2	0	5	2
33	LRP1	90	80	101	91
33	C17orf51	0	0	2	0
33	COL5A1	128	116	141	129
33	TNRC6A	2	1	5	2
33	KIAA1462	8	5	13	9
33	ROCK2	29	23	36	30
33	HELZ2	0	0	2	0
33	POLQ	0	0	2	0
33	LUZP1	3	1	7	4
33	PHIP	0	0	2	0
33	CBX5	14	10	20	15
33	PIEZO1	27	21	34	28
33	DIEXF	0	0	2	0
33	VPS13A	0	0	2	0
33	C14orf132	6	3	10	6
33	SLC5A3	0	0	2	0
33	NRIP1	11	7	16	11
33	ALMS1	1	0	4	1
33	AKAP11	2	0	5	2
33	SON	25	20	32	26
33	FLNC	30	25	38	31
33	AFAP1	7	4	11	7
33	CACNA1A	1	0	4	1
33	AFF4	2	0	5	2
33	SCUBE3	7	4	11	8
33	FYCO1	11	8	16	11
33	SLC7A11	7	4	11	7
33	MALAT1	21	16	27	21
33	VPS13D	1	0	4	1
33	QSER1	0	0	2	0
33	H6PD	8	5	13	9
33	BRCA2	0	0	2	0
33	PRPF8	60	52	70	61
33	THBS1	1325	1289	1365	1330
33	SSH1	8	5	13	9
33	MYH10	16	12	21	16
33	FLNB	2	0	5	2
33	USP9X	7	4	11	7
33	ATP11A	1	0	4	1
33	ARL10	0	0	2	0
33	PIK3CA	1	0	4	1
33	FRY	0	0	2	0
33	CHD8	2	1	5	2
33	KIAA1199	18	14	24	19
33	SPTBN1	25	20	31	25
33	USP34	3	1	7	4
33	FLNA	311	292	332	313
33	PAPPA	33	27	41	34
33	PRKCA	11	7	16	11
33	LMTK2	1	0	4	1
33	DSEL	7	4	11	7
33	PCNX	6	3	10	6
33	MKI67	0	0	2	0
33	DNAJC13	5	2	8	5
33	DIP2B	1	0	4	1
33	KIDINS220	9	6	14	10
33	PRKDC	7	4	11	7
33	EGFR	3	1	7	4
33	TPR	15	11	20	15
33	ABCA2	0	0	2	0
33	KIAA2018	3	1	7	4
33	CBL	0	0	2	0
33	VCAN	12	8	17	12
33	ASCC3	2	0	5	2
33	RAB3B	3	1	7	4
33	NUMA1	23	18	30	24
33	ZC3H13	3	2	7	4
33	HIVEP2	2	1	5	3
33	GTF3C4	2	0	5	2
33	STARD9	0	0	2	0
33	MED14	0	0	2	0
33	HIVEP1	2	1	5	2
33	HEATR5B	0	0	2	0
33	PLXNA1	11	7	16	11
33	AGPS	0	0	2	0
33	NF1	1	0	4	1
33	GTF3C1	18	14	24	19
33	SMARCA5	23	18	30	24
33	IGF2R	53	45	62	54
33	UBR5	11	7	16	11
33	ITGA2	0	0	2	0
33	PTPN14	6	3	10	6
33	CENPF	0	0	2	0
33	LYST	0	0	2	0
33	TLN1	78	68	89	79
33	UBR2	1	0	4	1
33	SPTAN1	39	33	48	40
33	CKAP5	8	5	13	9
33	USP24	0	0	2	0
33	SRRM2	48	41	57	49
33	SLC38A1	6	3	10	6
33	IQGAP1	22	17	28	22
33	PRRC2B	28	23	35	29
33	KIAA1147	0	0	2	0
33	DYNC1H1	19	15	26	20
33	CREBBP	5	2	8	5
33	MAN1A2	2	1	5	3
33	FASN	1	0	4	1
33	FZD4	2	0	5	2
33	FOSB	7	4	11	7
33	NUP98	4	2	8	5
33	DOPEY1	0	0	2	0
33	HERC2	1	0	4	1
33	PDS5A	0	0	2	0
33	NOTCH2	11	7	16	11
33	FBN1	49	41	58	50
33	ZFC3H1	0	0	2	0
33	CASC5	0	0	2	0
33	KPNA4	2	0	5	2
33	COL7A1	6	3	10	6
33	THSD4	7	4	11	7
33	ZKSCAN2	1	0	4	1
33	AMOTL1	4	2	8	5
33	ANKRD52	12	9	17	12
33	REV3L	1	0	4	1
33	CEP250	1	0	4	1
33	DOCK7	11	8	16	11
33	TNC	113	102	126	115
33	ALPK2	8	5	13	9
33	GPR107	18	14	24	19
21	AFAP1	6	4	10	6
21	SON	18	13	24	19
21	VPS13D	1	0	4	1
21	THSD4	5	2	8	5
21	KIAA1199	32	26	39	32
21	COL5A1	62	53	72	62
21	CKAP5	29	23	36	30
21	POLQ	0	0	2	0
21	GTF3C1	14	10	20	15
21	USP9X	3	1	7	4
21	QSER1	0	0	2	0
21	PRKDC	18	14	24	19
21	ARL10	1	0	4	1
21	LYST	0	0	2	0
21	FBN2	69	60	79	70
21	GTF3C4	1	0	4	1
21	CEP250	2	0	5	2
21	AGPS	3	1	7	4
21	DIEXF	0	0	2	0
21	HEATR5B	0	0	2	0
21	PCNX	0	0	2	0
21	REV3L	1	0	4	1
21	LUZP1	11	7	16	11
21	C14orf132	2	1	5	2
21	DNAJC13	3	1	7	4
21	NOTCH2	11	7	16	11
21	COL7A1	3	1	7	4
21	THBS1	937	905	971	942
21	NF1	3	1	7	4
21	KIAA2018	0	0	2	0
21	MALAT1	7	4	11	7
21	IQGAP1	33	27	41	34
21	CACNA1A	6	4	10	6
21	TNRC6A	1	0	4	1
21	USP34	7	4	11	7
21	ITGA2	0	0	2	0
21	MED14	0	0	2	0
21	LMTK2	1	0	4	1
21	ALPK2	1	0	4	1
21	DOPEY1	1	0	4	1
21	SPTAN1	39	33	48	40
21	FLNB	6	3	10	6
21	SLC7A11	9	6	14	10
21	SIPA1L3	11	8	16	11
21	UBR5	12	8	17	12
21	C17orf51	0	0	2	0
21	TEAD1	32	26	39	32
21	USP24	1	0	4	1
21	PRRC2B	21	16	27	21
21	NUMA1	5	2	8	5
21	NUP98	8	5	13	9
21	AFF4	1	0	4	1
21	UBR2	1	0	4	1
21	CREBBP	12	9	17	12
21	ZKSCAN2	0	0	2	0
21	SLC5A3	0	0	2	0
21	CBX5	16	11	21	16
21	FOSB	4	2	8	5
21	GPR107	17	13	23	17
21	CBL	0	0	2	0
21	NRIP1	5	2	8	5
21	ROCK2	12	8	17	12
21	HELZ2	0	0	2	0
21	LRP1	18	14	24	19
21	DIP2C	7	4	11	8
21	PRPF8	53	45	62	54
21	DYNC1H1	12	8	17	12
21	FAM208B	4	2	8	5
21	TLN1	84	74	95	85
21	ABCA2	2	1	5	2
21	KIDINS220	4	2	8	5
21	RNF169	0	0	2	0
21	MYH10	56	48	65	56
21	SVEP1	19	15	25	20
21	PTPN14	7	5	12	7
21	KPNA4	0	0	2	0
21	SPTBN1	38	32	46	39
21	BRCA2	1	0	4	1
21	FASN	6	3	10	6
21	CENPF	21	16	27	21
21	PIEZO1	16	12	21	16
21	DSEL	1	0	4	1
21	CASC5	0	0	2	0
21	KIAA1462	9	6	14	10
21	SLC38A1	12	8	17	12
21	H6PD	1	0	4	1
21	MAN1A2	0	0	2	0
21	NKTR	1	0	4	1
21	HIVEP2	0	0	2	0
21	VCAN	12	8	17	12
21	FZD4	1	0	4	1
21	PLXNA1	6	3	10	6
21	CHD8	6	3	10	6
21	ASCC3	0	0	2	0
21	DIP2B	2	0	5	2
21	NR4A1	6	3	10	6
21	SSH1	13	9	19	14
21	PIK3CA	1	0	4	1
21	PAPPA	7	4	11	7
21	EGFR	1	0	4	1
21	ZFC3H1	1	0	4	1
21	ATP11A	2	0	5	2
21	TMOD2	0	0	2	0
21	ANKRD52	14	11	20	15
21	KIAA1147	0	0	2	0
21	FLNA	368	348	390	370
21	ALMS1	0	0	2	0
21	FRY	1	0	4	1
21	FLNC	50	43	59	51
21	VPS13A	0	0	2	0
21	SRRM2	63	54	73	64
21	FBN1	26	20	32	26
21	TPR	13	9	19	14
21	PHIP	0	0	2	0
21	AMOTL1	2	1	5	2
21	RAB3B	6	3	10	6
21	TNC	66	58	77	67
21	FYCO1	0	0	2	0
21	SCUBE3	1	0	4	1
21	DOCK7	0	0	2	0
21	AKAP11	0	0	2	0
21	HERC2	7	4	11	7
21	PDS5A	3	1	7	4
21	MKI67	39	33	47	40
21	ZC3H13	2	0	5	2
21	PRKCA	3	1	7	4
21	IGF2R	14	11	20	15
21	HIVEP1	2	0	5	2
21	SMARCA5	6	3	10	6
21	STARD9	1	0	4	1
35	HIVEP2	0	0	2	0
35	ASCC3	0	0	2	0
35	THSD4	10	6	14	10
35	FOSB	3	1	7	4
35	VPS13D	1	0	4	1
35	LUZP1	18	14	24	19
35	AFAP1	6	3	10	6
35	REV3L	0	0	2	0
35	PCNX	6	3	10	6
35	UBR5	24	19	31	25
35	STARD9	0	0	2	0
35	MKI67	0	0	2	0
35	TNRC6A	0	0	2	0
35	COL5A1	80	71	91	81
35	FLNC	50	43	59	51
35	FAM208B	2	0	5	2
35	AGPS	2	0	5	2
35	KIAA1462	11	7	16	11
35	SPTAN1	29	24	37	30
35	LYST	0	0	2	0
35	PLXNA1	8	5	13	9
35	KIAA2018	0	0	2	0
35	NUMA1	14	11	20	15
35	GTF3C4	5	2	8	5
35	PAPPA	16	11	21	16
35	DSEL	0	0	2	0
35	RNF169	2	0	5	2
35	USP24	0	0	2	0
35	ANKRD52	16	12	22	16
35	DNAJC13	7	4	11	7
35	ALMS1	1	0	4	1
35	DIP2C	3	2	7	4
35	BRCA2	0	0	2	0
35	FASN	3	1	7	4
35	ZFC3H1	3	1	7	4
35	DYNC1H1	6	3	10	6
35	CBX5	18	13	24	19
35	FLNA	384	363	407	387
35	PIK3CA	2	0	5	2
35	GTF3C1	21	16	27	21
35	SIPA1L3	2	0	5	2
35	CBL	0	0	2	0
35	SRRM2	43	36	51	44
35	TPR	13	10	19	14
35	SVEP1	19	15	25	20
35	CEP250	0	0	2	0
35	ZKSCAN2	0	0	2	0
35	SCUBE3	10	7	14	10
35	DOCK7	5	2	8	5
35	FRY	1	0	4	1
35	HIVEP1	8	6	13	9
35	FYCO1	3	1	7	4
35	THBS1	1882	1844	1927	1889
35	AFF4	0	0	2	0
35	HELZ2	0	0	2	0
35	NR4A1	6	3	10	6
35	CENPF	3	1	7	4
35	SLC38A1	8	5	13	9
35	NKTR	2	0	5	2
35	NRIP1	12	8	17	12
35	CHD8	5	2	8	5
35	C17orf51	0	0	2	0
35	LMTK2	3	1	7	4
35	UBR2	0	0	2	0
35	CKAP5	6	3	10	6
35	COL7A1	5	2	8	5
35	SON	16	12	21	16
35	USP9X	3	1	7	4
35	KIAA1199	167	153	182	168
35	VPS13A	1	0	4	1
35	KPNA4	1	0	4	1
35	SLC5A3	0	0	2	0
35	ALPK2	0	0	2	0
35	MAN1A2	2	0	5	3
35	MED14	1	0	4	1
35	MALAT1	86	76	97	87
35	FZD4	1	0	4	1
35	NUP98	0	0	2	0
35	AKAP11	2	0	5	2
35	PRRC2B	19	15	26	20
35	ARL10	0	0	2	0
35	SPTBN1	27	21	34	27
35	LRP1	61	53	71	62
35	PRKDC	8	5	13	9
35	HERC2	2	1	5	2
35	KIAA1147	0	0	2	0
35	DIEXF	2	0	5	2
35	KIDINS220	11	7	16	11
35	POLQ	0	0	2	0
35	PTPN14	8	5	13	9
35	GPR107	16	11	21	16
35	AMOTL1	7	4	11	7
35	PRPF8	67	59	78	69
35	USP34	2	0	5	2
35	FLNB	17	13	23	17
35	DIP2B	2	0	5	2
35	HEATR5B	0	0	2	0
35	SMARCA5	27	21	34	27
35	ROCK2	20	16	27	21
35	TLN1	64	55	74	65
35	PHIP	0	0	2	0
35	CASC5	0	0	2	0
35	MYH10	26	20	33	26
35	VCAN	19	14	25	20
35	ZC3H13	2	0	5	2
35	CREBBP	13	9	19	14
35	SLC7A11	4	2	8	5
35	PIEZO1	21	16	27	21
35	PDS5A	5	2	8	5
35	ABCA2	0	0	2	0
35	C14orf132	0	0	2	0
35	DOPEY1	0	0	2	0
35	PRKCA	12	9	17	12
